CUST_CODE,TotalSpend,TotalVisits,TotalSKUs,FirstDate,LastDate,TotalQuantity,TicketSize,total_days,recency,avg_Quantity_per_TotalVisit,Cluster
CUST0000343769,60.84,6,1,2006-10-26,2007-05-07,6,10.14,194,426,1.0,Cluster 0
CUST0000343943,27.79,17,14,2006-08-30,2008-05-21,23,1.6347058823529412,631,46,1.3529411764705883,Cluster 2
CUST0000344164,1.41,1,2,2007-04-16,2007-04-16,2,1.41,1,447,2.0,Cluster 0
CUST0000344309,1183.9599999999973,18,147,2006-05-15,2008-05-19,652,65.7755555555554,736,48,36.22222222222222,Cluster 1
CUST0000344365,21.369999999999997,8,10,2006-04-18,2008-05-23,28,2.6712499999999997,767,44,3.5,Cluster 2
CUST0000344574,1.71,1,2,2006-11-06,2006-11-06,2,1.71,1,608,2.0,Cluster 0
CUST0000344664,53.230000000000004,4,27,2007-10-11,2008-01-20,40,13.307500000000001,102,168,10.0,Cluster 0
CUST0000345090,104.11,1,44,2006-07-03,2006-07-03,76,104.11,1,734,76.0,Cluster 1
CUST0000345218,80.7,1,32,2007-06-16,2007-06-16,53,80.7,1,386,53.0,Cluster 1
CUST0000345339,30.08,1,12,2006-05-11,2006-05-11,16,30.08,1,787,16.0,Cluster 0
CUST0000345386,169.54000000000002,16,62,2006-10-16,2008-06-22,120,10.596250000000001,616,14,7.5,Cluster 2
CUST0000345452,90.38000000000004,5,32,2007-02-04,2008-06-24,62,18.076000000000008,507,12,12.4,Cluster 2
CUST0000345458,52.86000000000001,3,6,2006-08-30,2008-05-09,9,17.62,619,58,3.0,Cluster 2
CUST0000345505,12.39,1,4,2007-05-29,2007-05-29,4,12.39,1,404,4.0,Cluster 0
CUST0000345803,205.81000000000006,7,65,2006-05-03,2008-04-24,96,29.40142857142858,723,73,13.714285714285714,Cluster 2
CUST0000345817,198.85,7,72,2007-07-22,2008-04-12,125,28.407142857142855,266,85,17.857142857142858,Cluster 1
CUST0000345919,9.39,1,3,2007-05-09,2007-05-09,7,9.39,1,424,7.0,Cluster 0
CUST0000346033,1.86,2,2,2007-03-27,2007-08-05,2,0.93,132,336,1.0,Cluster 0
CUST0000346339,9.96,2,6,2007-03-01,2007-04-15,6,4.98,46,448,3.0,Cluster 0
CUST0000346556,0.98,1,1,2007-10-04,2007-10-04,1,0.98,1,276,1.0,Cluster 0
CUST0000346869,134.62,5,65,2006-07-27,2006-12-03,115,26.924,130,581,23.0,Cluster 1
CUST0000347023,646.5099999999994,118,169,2006-04-10,2008-07-06,460,5.478898305084741,819,0,3.8983050847457625,Cluster 2
CUST0000347026,19.540000000000003,3,16,2006-10-30,2006-11-03,20,6.5133333333333345,5,611,6.666666666666667,Cluster 0
CUST0000347060,22.43,1,15,2006-09-24,2006-09-24,15,22.43,1,651,15.0,Cluster 0
CUST0000347080,77.13000000000001,10,23,2006-12-17,2008-04-25,56,7.713000000000001,496,72,5.6,Cluster 2
CUST0000347437,3.01,1,1,2007-12-27,2007-12-27,1,3.01,1,192,1.0,Cluster 0
CUST0000347969,47.75999999999999,2,14,2006-06-29,2006-07-02,24,23.879999999999995,4,735,12.0,Cluster 0
CUST0000348159,4.92,1,1,2006-12-23,2006-12-23,1,4.92,1,561,1.0,Cluster 0
CUST0000348452,6.25,4,4,2006-07-28,2006-11-10,6,1.5625,106,604,1.5,Cluster 0
CUST0000348490,18.32,1,8,2008-01-03,2008-01-03,8,18.32,1,185,8.0,Cluster 0
CUST0000348702,2.92,1,3,2007-09-12,2007-09-12,5,2.92,1,298,5.0,Cluster 0
CUST0000348910,0.42,1,1,2008-02-20,2008-02-20,1,0.42,1,137,1.0,Cluster 0
CUST0000349165,1354.039999999997,63,143,2006-04-12,2008-06-20,1325,21.492698412698367,801,16,21.03174603174603,Cluster 2
CUST0000349239,2.8200000000000003,1,2,2006-10-14,2006-10-14,2,2.8200000000000003,1,631,2.0,Cluster 0
CUST0000349242,4.55,1,4,2007-12-08,2007-12-08,4,4.55,1,211,4.0,Cluster 0
CUST0000349244,60.040000000000006,8,20,2006-08-08,2008-05-04,32,7.505000000000001,636,63,4.0,Cluster 2
CUST0000349407,1368.929999999999,60,308,2006-04-15,2008-06-23,1214,22.815499999999982,801,13,20.233333333333334,Cluster 3
CUST0000349451,109.77,10,39,2007-08-04,2008-05-10,104,10.977,281,57,10.4,Cluster 2
CUST0000349490,738.6399999999986,59,218,2006-05-14,2008-06-12,728,12.519322033898282,761,24,12.338983050847459,Cluster 2
CUST0000349675,2.25,1,1,2007-05-03,2007-05-03,3,2.25,1,430,3.0,Cluster 0
CUST0000349888,7.1,1,5,2007-09-16,2007-09-16,7,7.1,1,294,7.0,Cluster 0
CUST0000350287,71.58000000000001,6,38,2006-05-31,2008-06-05,57,11.930000000000001,737,31,9.5,Cluster 2
CUST0000350310,48.55000000000001,1,23,2006-09-05,2006-09-05,36,48.55000000000001,1,670,36.0,Cluster 1
CUST0000350383,101.00000000000001,21,43,2007-12-13,2008-04-18,143,4.80952380952381,128,79,6.809523809523809,Cluster 2
CUST0000350433,5.989999999999999,2,3,2006-06-01,2006-06-01,3,2.9949999999999997,1,766,1.5,Cluster 0
CUST0000350600,80.99000000000001,5,37,2007-08-03,2008-06-03,51,16.198,306,33,10.2,Cluster 2
CUST0000350633,0.8999999999999999,1,2,2007-08-20,2007-08-20,2,0.8999999999999999,1,321,2.0,Cluster 0
CUST0000350969,66.2,2,27,2008-02-25,2008-05-25,66,33.1,91,42,33.0,Cluster 1
CUST0000351263,19.93,5,14,2006-06-13,2007-06-03,23,3.9859999999999998,356,399,4.6,Cluster 0
CUST0000351265,13.870000000000001,3,9,2006-05-02,2006-05-14,19,4.623333333333334,13,784,6.333333333333333,Cluster 0
CUST0000351380,9.049999999999999,1,4,2007-02-25,2007-02-25,10,9.049999999999999,1,497,10.0,Cluster 0
CUST0000351613,1.72,2,1,2006-04-24,2006-07-08,4,0.86,76,729,2.0,Cluster 0
CUST0000351785,4.77,1,2,2007-04-05,2007-04-05,2,4.77,1,458,2.0,Cluster 0
CUST0000352219,0.87,1,1,2008-02-17,2008-02-17,1,0.87,1,140,1.0,Cluster 0
CUST0000352239,837.6799999999981,137,219,2006-04-12,2008-07-04,940,6.114452554744512,815,2,6.861313868613139,Cluster 2
CUST0000352281,6.29,5,4,2006-12-25,2008-06-28,7,1.258,552,8,1.4,Cluster 2
CUST0000352367,1214.6200000000008,176,332,2007-07-30,2008-06-29,899,6.9012500000000045,336,7,5.107954545454546,Cluster 3
CUST0000352529,320.2500000000004,43,85,2006-10-18,2008-06-19,178,7.44767441860466,611,17,4.1395348837209305,Cluster 2
CUST0000352552,0.63,1,1,2007-11-26,2007-11-26,1,0.63,1,223,1.0,Cluster 0
CUST0000352619,1.35,2,2,2006-06-13,2008-02-09,2,0.675,607,148,1.0,Cluster 2
CUST0000352630,15.18,1,9,2007-12-02,2007-12-02,18,15.18,1,217,18.0,Cluster 0
CUST0000352648,53.309999999999995,2,8,2006-07-05,2006-09-29,24,26.654999999999998,87,646,12.0,Cluster 0
CUST0000352793,4.78,2,4,2006-07-04,2008-02-02,4,2.39,579,155,2.0,Cluster 2
CUST0000352929,370.5300000000003,51,101,2006-04-22,2008-07-06,330,7.265294117647065,807,0,6.470588235294118,Cluster 2
CUST0000352931,23.740000000000002,2,21,2006-04-17,2006-09-14,26,11.870000000000001,151,661,13.0,Cluster 0
CUST0000352933,10.6,1,10,2007-12-17,2007-12-17,10,10.6,1,202,10.0,Cluster 0
CUST0000353013,161.71999999999994,58,96,2006-08-24,2008-06-22,198,2.7882758620689647,669,14,3.413793103448276,Cluster 2
CUST0000353323,6.369999999999999,2,5,2006-04-15,2006-08-25,5,3.1849999999999996,133,681,2.5,Cluster 0
CUST0000353722,3.03,1,3,2007-09-04,2007-09-04,3,3.03,1,306,3.0,Cluster 0
CUST0000353957,482.3400000000001,80,136,2006-04-12,2008-06-20,407,6.029250000000001,801,16,5.0875,Cluster 2
CUST0000354327,18.39,1,3,2007-10-15,2007-10-15,5,18.39,1,265,5.0,Cluster 0
CUST0000354824,5.08,2,1,2008-03-07,2008-05-31,2,2.54,86,36,1.0,Cluster 0
CUST0000355014,86.41,8,35,2006-04-25,2008-04-28,96,10.80125,735,69,12.0,Cluster 2
CUST0000355094,2.68,1,3,2007-06-11,2007-06-11,3,2.68,1,391,3.0,Cluster 0
CUST0000355357,32.95,5,12,2007-09-10,2008-07-01,29,6.590000000000001,296,5,5.8,Cluster 2
CUST0000355536,1.18,2,1,2006-09-09,2008-06-13,2,0.59,644,23,1.0,Cluster 2
CUST0000355900,461.65000000000026,72,162,2006-05-12,2008-07-06,383,6.411805555555559,787,0,5.319444444444445,Cluster 2
CUST0000355934,0.74,1,1,2007-09-15,2007-09-15,1,0.74,1,295,1.0,Cluster 0
CUST0000356162,0.88,1,1,2006-09-25,2006-09-25,1,0.88,1,650,1.0,Cluster 0
CUST0000356221,646.2100000000005,180,161,2006-05-04,2008-06-29,565,3.5900555555555584,788,7,3.138888888888889,Cluster 2
CUST0000356281,330.3800000000001,55,86,2006-04-25,2008-06-25,205,6.006909090909093,793,11,3.727272727272727,Cluster 2
CUST0000356357,190.91000000000003,12,25,2006-04-22,2008-05-26,45,15.90916666666667,766,41,3.75,Cluster 2
CUST0000356435,1.32,1,1,2006-08-05,2006-08-05,4,1.32,1,701,4.0,Cluster 0
CUST0000357071,50.140000000000015,15,28,2007-09-30,2008-04-25,52,3.3426666666666676,209,72,3.466666666666667,Cluster 2
CUST0000357180,3.9099999999999997,2,4,2006-05-04,2007-05-23,4,1.9549999999999998,385,410,2.0,Cluster 0
CUST0000357299,16.459999999999997,3,9,2006-08-25,2008-05-27,28,5.4866666666666655,642,40,9.333333333333334,Cluster 2
CUST0000357559,1.3399999999999999,1,2,2006-05-16,2006-05-16,4,1.3399999999999999,1,782,4.0,Cluster 0
CUST0000357700,1.42,1,1,2007-09-11,2007-09-11,1,1.42,1,299,1.0,Cluster 0
CUST0000357707,0.51,1,1,2007-07-12,2007-07-12,1,0.51,1,360,1.0,Cluster 0
CUST0000358306,14.030000000000001,3,5,2006-12-24,2008-06-07,11,4.676666666666667,532,29,3.6666666666666665,Cluster 2
CUST0000358679,12.8,2,11,2006-04-15,2007-02-03,13,6.4,295,519,6.5,Cluster 0
CUST0000359238,24.879999999999995,3,9,2006-05-09,2007-08-25,11,8.293333333333331,474,316,3.6666666666666665,Cluster 2
CUST0000359268,5.61,1,4,2006-09-23,2006-09-23,11,5.61,1,652,11.0,Cluster 0
CUST0000359278,3.0900000000000003,2,2,2007-10-10,2007-10-13,4,1.5450000000000002,4,267,2.0,Cluster 0
CUST0000359373,178.92999999999995,12,40,2006-06-14,2008-05-24,127,14.91083333333333,711,43,10.583333333333334,Cluster 2
CUST0000359463,506.8399999999994,151,175,2006-04-14,2008-06-21,470,3.3565562913907248,800,15,3.1125827814569536,Cluster 2
CUST0000359471,1.84,2,1,2006-11-21,2008-06-23,2,0.92,581,13,1.0,Cluster 2
CUST0000359521,9.040000000000001,1,2,2006-09-10,2006-09-10,4,9.040000000000001,1,665,4.0,Cluster 0
CUST0000359525,40.480000000000004,2,16,2006-12-05,2008-05-08,40,20.240000000000002,521,59,20.0,Cluster 2
CUST0000359604,157.84000000000003,32,51,2006-08-17,2008-06-16,169,4.932500000000001,670,20,5.28125,Cluster 2
CUST0000360049,60.25000000000001,3,19,2007-08-24,2008-07-04,58,20.083333333333336,316,2,19.333333333333332,Cluster 2
CUST0000360495,3.57,4,2,2006-10-30,2008-04-27,4,0.8925,546,70,1.0,Cluster 2
CUST0000360617,289.41999999999996,13,74,2006-09-26,2008-06-28,165,22.26307692307692,642,8,12.692307692307692,Cluster 2
CUST0000360698,11.799999999999999,1,8,2006-09-04,2006-09-04,10,11.799999999999999,1,671,10.0,Cluster 0
CUST0000360838,31.57,1,7,2007-08-28,2007-08-28,11,31.57,1,313,11.0,Cluster 0
CUST0000360978,0.83,1,2,2007-04-26,2007-04-26,2,0.83,1,437,2.0,Cluster 0
CUST0000361284,122.28000000000009,66,16,2006-07-09,2008-07-02,77,1.852727272727274,725,4,1.1666666666666667,Cluster 2
CUST0000361310,125.96000000000005,4,44,2006-12-16,2008-05-31,92,31.490000000000013,533,36,23.0,Cluster 1
CUST0000361405,2.73,2,3,2006-04-28,2006-06-26,3,1.365,60,741,1.5,Cluster 0
CUST0000361499,2.21,2,3,2007-09-12,2008-01-21,3,1.105,132,167,1.5,Cluster 0
CUST0000361582,531.9300000000009,33,142,2007-09-29,2008-06-04,674,16.119090909090936,250,32,20.424242424242426,Cluster 2
CUST0000361701,1761.2199999999993,158,317,2006-04-19,2008-07-06,1319,11.146962025316451,810,0,8.348101265822784,Cluster 3
CUST0000361812,4260.210000000007,109,444,2006-04-10,2008-06-29,2254,39.084495412844106,812,7,20.678899082568808,Cluster 3
CUST0000361925,38.75,1,26,2006-05-01,2006-05-01,35,38.75,1,797,35.0,Cluster 1
CUST0000361991,5.930000000000001,3,2,2007-03-27,2008-06-17,3,1.9766666666666668,449,19,1.0,Cluster 2
CUST0000362217,29.5,11,15,2006-05-22,2008-06-01,19,2.6818181818181817,742,35,1.7272727272727273,Cluster 2
CUST0000362506,1.76,1,1,2007-11-17,2007-11-17,1,1.76,1,232,1.0,Cluster 0
CUST0000362540,93.61999999999999,16,29,2006-05-05,2008-04-24,54,5.851249999999999,721,73,3.375,Cluster 2
CUST0000362684,0.88,1,1,2007-11-28,2007-11-28,1,0.88,1,221,1.0,Cluster 0
CUST0000362686,37.24,2,9,2007-08-13,2008-07-03,28,18.62,326,3,14.0,Cluster 2
CUST0000362891,4.34,5,2,2006-06-04,2008-06-17,5,0.868,745,19,1.0,Cluster 2
CUST0000362967,99.58000000000001,17,36,2006-04-16,2008-06-27,74,5.85764705882353,804,9,4.352941176470588,Cluster 2
CUST0000363007,1.77,1,1,2008-03-16,2008-03-16,1,1.77,1,112,1.0,Cluster 0
CUST0000363049,3.2800000000000002,6,6,2006-09-21,2007-01-25,7,0.5466666666666667,127,528,1.1666666666666667,Cluster 0
CUST0000363159,3.8200000000000003,2,3,2006-11-01,2007-02-04,3,1.9100000000000001,96,518,1.5,Cluster 0
CUST0000363160,5152.450000000033,280,893,2006-04-12,2008-07-02,4058,18.40160714285726,813,4,14.492857142857142,Cluster 3
CUST0000363357,5.07,2,5,2006-11-13,2007-09-10,5,2.535,302,300,2.5,Cluster 0
CUST0000363399,1.54,1,1,2007-12-24,2007-12-24,1,1.54,1,195,1.0,Cluster 0
CUST0000363524,100.31000000000002,17,32,2006-09-23,2008-06-19,81,5.900588235294118,636,17,4.764705882352941,Cluster 2
CUST0000363720,0.8600000000000001,1,3,2007-10-08,2007-10-08,3,0.8600000000000001,1,272,3.0,Cluster 0
CUST0000363725,0.18,1,1,2006-12-21,2006-12-21,1,0.18,1,563,1.0,Cluster 0
CUST0000363772,21.28,5,8,2006-04-15,2006-11-29,15,4.256,229,585,3.0,Cluster 0
CUST0000364213,79.98999999999998,1,18,2006-12-18,2006-12-18,28,79.98999999999998,1,566,28.0,Cluster 1
CUST0000364227,83.80000000000001,13,41,2006-09-22,2008-04-11,67,6.446153846153847,568,86,5.153846153846154,Cluster 2
CUST0000364294,2.86,2,1,2007-10-19,2008-04-21,2,1.43,186,76,1.0,Cluster 0
CUST0000364367,117.84,9,34,2006-08-16,2008-06-24,98,13.093333333333334,679,12,10.88888888888889,Cluster 2
CUST0000364762,197.98999999999995,12,84,2007-02-19,2008-05-18,170,16.499166666666664,455,49,14.166666666666666,Cluster 2
CUST0000364820,9.24,2,1,2007-06-05,2008-07-01,6,4.62,393,5,3.0,Cluster 2
CUST0000364905,3258.4599999999755,120,514,2006-06-05,2008-07-04,2690,27.15383333333313,761,2,22.416666666666668,Cluster 3
CUST0000364910,211.33,8,72,2006-04-14,2008-06-18,150,26.41625,797,18,18.75,Cluster 2
CUST0000365075,5.53,1,4,2006-09-11,2006-09-11,4,5.53,1,664,4.0,Cluster 0
CUST0000365132,18.68,2,3,2006-09-06,2008-05-26,10,9.34,629,41,5.0,Cluster 2
CUST0000365371,84.47000000000001,6,50,2006-07-06,2007-02-28,82,14.078333333333335,238,494,13.666666666666666,Cluster 0
CUST0000366450,497.1799999999998,11,141,2006-05-01,2008-06-06,466,45.1981818181818,768,30,42.36363636363637,Cluster 1
CUST0000366749,1.76,2,1,2007-10-05,2008-05-02,2,0.88,211,65,1.0,Cluster 2
CUST0000366796,44.130000000000024,9,25,2006-04-18,2008-06-12,56,4.903333333333336,787,24,6.222222222222222,Cluster 2
CUST0000366890,2.34,3,5,2006-12-30,2007-10-20,5,0.7799999999999999,295,260,1.6666666666666667,Cluster 0
CUST0000367124,3.2,2,3,2007-07-22,2007-07-23,5,1.6,2,349,2.5,Cluster 0
CUST0000367296,32.75,13,11,2006-07-06,2008-05-09,27,2.519230769230769,674,58,2.076923076923077,Cluster 2
CUST0000367547,2469.089999999995,413,320,2006-04-21,2008-07-02,2131,5.978426150121054,804,4,5.159806295399516,Cluster 3
CUST0000367611,5.24,1,3,2006-09-26,2006-09-26,3,5.24,1,649,3.0,Cluster 0
CUST0000367810,240.18000000000006,11,118,2006-07-30,2008-04-08,231,21.83454545454546,619,89,21.0,Cluster 2
CUST0000367886,4.55,2,5,2007-09-22,2007-11-22,7,2.275,62,227,3.5,Cluster 0
CUST0000368057,41.45,2,21,2006-08-23,2007-04-13,39,20.725,234,450,19.5,Cluster 1
CUST0000368124,31.700000000000003,5,7,2006-11-25,2008-05-13,10,6.340000000000001,536,54,2.0,Cluster 2
CUST0000368360,48.54,7,22,2006-08-02,2008-04-14,38,6.934285714285714,622,83,5.428571428571429,Cluster 2
CUST0000368789,42.42999999999999,5,16,2006-08-25,2008-06-04,30,8.485999999999999,650,32,6.0,Cluster 2
CUST0000369056,26.48,2,9,2007-06-23,2007-06-28,16,13.24,6,374,8.0,Cluster 0
CUST0000369166,8.73,3,3,2006-12-26,2008-05-04,6,2.91,496,63,2.0,Cluster 2
CUST0000369280,6.800000000000001,2,2,2008-01-20,2008-05-10,4,3.4000000000000004,112,57,2.0,Cluster 0
CUST0000369586,189.4599999999999,21,100,2006-04-25,2008-05-29,211,9.021904761904757,766,38,10.047619047619047,Cluster 2
CUST0000369723,0.34,1,1,2006-06-04,2006-06-04,1,0.34,1,763,1.0,Cluster 0
CUST0000370053,695.4099999999999,164,206,2006-04-11,2008-07-01,581,4.2403048780487795,813,5,3.542682926829268,Cluster 2
CUST0000370270,2380.7799999999993,89,253,2006-04-12,2008-05-29,1658,26.75033707865168,779,38,18.629213483146067,Cluster 3
CUST0000370290,18.87,1,19,2006-04-11,2006-04-11,35,18.87,1,817,35.0,Cluster 1
CUST0000370557,0.36,1,1,2007-06-17,2007-06-17,1,0.36,1,385,1.0,Cluster 0
CUST0000370864,1.66,2,2,2007-05-06,2007-08-19,2,0.83,106,322,1.0,Cluster 0
CUST0000370891,43.4,1,22,2007-12-20,2007-12-20,57,43.4,1,199,57.0,Cluster 1
CUST0000370974,1.76,2,1,2006-09-12,2008-05-06,2,0.88,603,61,1.0,Cluster 2
CUST0000371194,11.370000000000001,5,4,2006-06-21,2008-05-24,17,2.274,704,43,3.4,Cluster 2
CUST0000371341,13.339999999999998,1,11,2006-08-06,2006-08-06,13,13.339999999999998,1,700,13.0,Cluster 0
CUST0000371351,4.47,1,1,2007-11-13,2007-11-13,3,4.47,1,236,3.0,Cluster 0
CUST0000371462,11.41,7,6,2007-06-15,2008-05-26,12,1.6300000000000001,347,41,1.7142857142857142,Cluster 2
CUST0000371524,3.92,1,1,2007-09-14,2007-09-14,4,3.92,1,296,4.0,Cluster 0
CUST0000371565,1.6400000000000001,2,3,2006-09-01,2007-12-03,3,0.8200000000000001,459,216,1.5,Cluster 2
CUST0000371746,2.5500000000000003,1,2,2007-12-07,2007-12-07,2,2.5500000000000003,1,212,2.0,Cluster 0
CUST0000371874,3.08,1,2,2008-01-17,2008-01-17,2,3.08,1,171,2.0,Cluster 0
CUST0000372098,0.74,1,1,2006-04-24,2006-04-24,1,0.74,1,804,1.0,Cluster 0
CUST0000372113,77.86999999999998,3,25,2008-02-19,2008-05-18,49,25.95666666666666,90,49,16.333333333333332,Cluster 1
CUST0000372188,1283.6000000000004,103,201,2006-04-30,2008-07-05,913,12.4621359223301,798,1,8.864077669902912,Cluster 2
CUST0000372199,715.3399999999992,70,156,2006-04-14,2008-05-26,503,10.219142857142847,774,41,7.185714285714286,Cluster 2
CUST0000372422,7183.850000000059,423,704,2006-04-14,2008-07-06,4532,16.983096926714087,815,0,10.713947990543735,Cluster 3
CUST0000373521,3.07,1,1,2006-08-07,2006-08-07,1,3.07,1,699,1.0,Cluster 0
CUST0000373951,76.82000000000001,2,38,2006-09-03,2007-10-05,68,38.410000000000004,398,275,34.0,Cluster 1
CUST0000374129,109.66999999999997,10,25,2007-09-01,2008-05-26,60,10.966999999999997,269,41,6.0,Cluster 2
CUST0000374156,0.84,1,1,2008-01-12,2008-01-12,1,0.84,1,176,1.0,Cluster 0
CUST0000374667,8.44,1,5,2007-02-18,2007-02-18,7,8.44,1,504,7.0,Cluster 0
CUST0000374863,9.19,1,1,2007-09-11,2007-09-11,1,9.19,1,299,1.0,Cluster 0
CUST0000374978,73.39999999999998,6,32,2006-04-17,2008-06-20,84,12.233333333333329,796,16,14.0,Cluster 2
CUST0000375057,15.73,2,9,2006-08-02,2006-08-26,12,7.865,25,680,6.0,Cluster 0
CUST0000375382,352.0599999999999,20,139,2006-05-11,2008-05-05,241,17.602999999999994,726,62,12.05,Cluster 2
CUST0000375824,181.19,9,58,2006-09-06,2008-06-28,103,20.13222222222222,662,8,11.444444444444445,Cluster 2
CUST0000376375,5.25,4,5,2006-06-15,2008-05-27,8,1.3125,713,40,2.0,Cluster 2
CUST0000376498,8.48,2,6,2006-12-03,2007-05-17,8,4.24,166,416,4.0,Cluster 0
CUST0000376524,3.81,3,2,2007-08-20,2008-04-20,3,1.27,245,77,1.0,Cluster 2
CUST0000377834,22.579999999999995,3,10,2006-12-21,2007-01-11,39,7.526666666666665,22,542,13.0,Cluster 0
CUST0000377902,0.85,1,1,2006-06-15,2006-06-15,1,0.85,1,752,1.0,Cluster 0
CUST0000378015,29.379999999999995,3,11,2006-05-26,2006-06-17,23,9.793333333333331,23,750,7.666666666666667,Cluster 0
CUST0000378031,21.139999999999997,7,12,2006-08-04,2008-04-18,18,3.0199999999999996,624,79,2.5714285714285716,Cluster 2
CUST0000378093,1.34,1,2,2006-09-05,2006-09-05,2,1.34,1,670,2.0,Cluster 0
CUST0000378126,21.630000000000003,2,13,2006-06-01,2007-12-01,15,10.815000000000001,549,218,7.5,Cluster 2
CUST0000378272,70.5,2,22,2006-11-10,2008-06-05,52,35.25,574,31,26.0,Cluster 1
CUST0000378448,1.32,1,2,2008-03-13,2008-03-13,2,1.32,1,115,2.0,Cluster 0
CUST0000378569,24.15,1,2,2008-02-29,2008-02-29,2,24.15,1,128,2.0,Cluster 0
CUST0000378759,6.42,1,1,2006-11-08,2006-11-08,1,6.42,1,606,1.0,Cluster 0
CUST0000378838,6.300000000000001,4,5,2006-05-10,2008-05-18,13,1.5750000000000002,740,49,3.25,Cluster 2
CUST0000378893,5.13,2,2,2006-12-10,2007-09-17,2,2.565,282,293,1.0,Cluster 0
CUST0000378964,1.32,1,1,2006-04-10,2006-04-10,4,1.32,1,818,4.0,Cluster 0
CUST0000379033,213.87000000000003,36,72,2007-02-22,2008-07-04,137,5.940833333333334,499,2,3.8055555555555554,Cluster 2
CUST0000379060,2521.6300000000033,69,366,2006-05-19,2008-07-05,1412,36.545362318840624,779,1,20.463768115942027,Cluster 3
CUST0000379064,4.05,1,3,2008-01-03,2008-01-03,3,4.05,1,185,3.0,Cluster 0
CUST0000379100,17.59,4,6,2006-12-01,2008-05-09,20,4.3975,526,58,5.0,Cluster 2
CUST0000379283,648.579999999999,12,68,2007-06-08,2008-05-16,431,54.048333333333254,344,51,35.916666666666664,Cluster 1
CUST0000379336,2338.9300000000108,149,253,2006-04-13,2008-07-03,1608,15.697516778523562,813,3,10.791946308724832,Cluster 3
CUST0000379344,188.80000000000004,13,69,2006-09-01,2008-07-04,142,14.523076923076927,673,2,10.923076923076923,Cluster 2
CUST0000379861,21.669999999999998,2,9,2008-03-18,2008-03-19,19,10.834999999999999,2,109,9.5,Cluster 0
CUST0000379866,49.93,8,31,2006-09-01,2008-03-10,33,6.24125,557,118,4.125,Cluster 2
CUST0000380195,6.89,1,5,2006-05-03,2006-05-03,7,6.89,1,795,7.0,Cluster 0
CUST0000380523,9.25,2,5,2007-02-05,2007-06-10,5,4.625,126,392,2.5,Cluster 0
CUST0000380625,22.87,6,15,2006-07-14,2008-03-16,20,3.811666666666667,612,112,3.3333333333333335,Cluster 2
CUST0000380710,279.4199999999997,81,99,2006-04-15,2008-06-28,370,3.4496296296296256,806,8,4.567901234567901,Cluster 2
CUST0000380858,13.5,2,8,2006-11-23,2007-01-07,8,6.75,46,546,4.0,Cluster 0
CUST0000381019,3995.449999999998,133,636,2006-04-10,2008-07-06,2274,30.04097744360901,819,0,17.097744360902254,Cluster 3
CUST0000381088,35.72,9,18,2006-04-27,2008-05-07,24,3.968888888888889,742,60,2.6666666666666665,Cluster 2
CUST0000381175,3.08,2,1,2008-02-13,2008-05-26,2,1.54,104,41,1.0,Cluster 0
CUST0000381195,35.95000000000001,17,28,2006-05-29,2008-06-25,65,2.1147058823529417,759,11,3.823529411764706,Cluster 2
CUST0000381208,37.36,4,20,2006-12-02,2008-06-13,26,9.34,560,23,6.5,Cluster 2
CUST0000381297,426.11999999999995,43,126,2006-07-20,2008-07-04,253,9.909767441860463,716,2,5.883720930232558,Cluster 2
CUST0000381491,19.740000000000002,2,8,2006-07-03,2007-06-21,10,9.870000000000001,354,381,5.0,Cluster 0
CUST0000381534,5.220000000000001,1,2,2007-03-31,2007-03-31,2,5.220000000000001,1,463,2.0,Cluster 0
CUST0000381650,1.88,1,1,2007-09-21,2007-09-21,1,1.88,1,289,1.0,Cluster 0
CUST0000382236,4.78,3,2,2006-10-04,2008-02-15,3,1.5933333333333335,500,142,1.0,Cluster 2
CUST0000382595,0.74,1,2,2006-10-21,2006-10-21,2,0.74,1,624,2.0,Cluster 0
